User ID,App Type,App ID,CloudLetAvail,PubliCloudAvail,AverageEnergy (J),AvailNetwok,AvailBandwidth (MB/S),AverageDataSize (KB)2,ETMobile (s),WaitingMobile (s),ProcCost ($),DataTransCost ($),TotalCost ($),ProcEnergy (J),DataTransEnergy (J),TotalEnergy (J),OptimizCost
0,1,0,1,1,1456.470071,2,400,451258.7171,0.10398523,17.18048677,0.127791996,0,0.127791996,0.079668633,0,0.079668633,0.010181014
0,1,1,1,1,1767.421742,3,800,608412.3206,7.075262762,15.84052165,0.13653592,0,0.13653592,5.420736344,0,5.420736344,0.740125227
0,1,2,1,1,1480.493244,3,800,338570.4334,5.035269077,0,0.065562596,0,0.065562596,3.857788327,0,3.857788327,0.252926617
0,1,3,1,1,1127.714478,3,800,691419.8483,1.057095862,18.78531635,0.212934014,0,0.212934014,0.809897548,0,0.809897548,0.172454736
0,1,4,1,1,1606.761503,1,200,522117.2843,5.795343177,12.93653803,0.122584921,0,0.122584921,4.440121653,0,4.440121653,0.544291963
0,1,5,1,1,1367.354218,2,400,440533.0122,8.19061619,4.224483131,0.102438399,0,0.102438399,6.275268122,0,6.275268122,0.642828418
0,1,6,1,1,466.3774804,1,200,541818.3999,0.201301386,22.14523333,0.145891942,0,0.145891942,0.154227734,0,0.154227734,0.022500584
0,1,7,1,1,1525.310942,3,800,659958.9515,5.887941742,22.00729654,0.14135338,0,0.14135338,4.511066354,0,4.511066354,0.637654476
0,1,8,1,1,831.2647201,2,400,372815.3217,5.086849969,6.98151305,0.089392093,0,0.089392093,3.8973072,0,3.8973072,0.348388448
0,1,9,1,1,1035.070973,1,200,505371.4302,125.9878825,0,0.059013939,0.001094687,0.060108626,96.52603962,0.758913785,97.28495341,5.847664904
0,1,0,1,1,1373.675941,2,400,666363.5482,8.228299081,8.697658913,0.176240868,0,0.176240868,6.304138995,0,6.304138995,1.11104693
0,1,1,1,1,1276.536411,1,200,666363.5482,8.228299081,14.90071607,0.154440783,0,0.154440783,6.304138995,0,6.304138995,0.97361616
0,1,2,1,1,477.5006435,2,400,666363.5482,8.228299081,15.69811798,0.151030436,0,0.151030436,6.304138995,0,6.304138995,0.952116862
0,1,3,1,1,486.7210432,3,800,666363.5482,145.757423,0,0.063312429,0.008140123,0.071452553,111.6725395,5.643304674,117.3158441,8.382516519
0,1,4,1,1,1714.205307,2,400,666363.5482,166.30324,0,0.048268459,0,0.048268459,127.4137863,0,127.4137863,6.150067076
0,1,5,1,1,1747.891919,3,800,666363.5482,8.228299081,14.17634078,0.154385948,0,0.154385948,6.304138995,0,6.304138995,0.973270477
0,1,6,1,1,1662.554304,3,800,666363.5482,8.228299081,18.29976229,0.139903666,0,0.139903666,6.304138995,0,6.304138995,0.881972154
0,1,7,1,1,1459.30821,1,200,666363.5482,8.228299081,18.42180844,0.140958125,0,0.140958125,6.304138995,0,6.304138995,0.888619614
0,1,8,1,1,1175.520142,3,800,666363.5482,8.228299081,16.65743367,0.146927613,0,0.146927613,6.304138995,0,6.304138995,0.926252097
0,1,9,1,1,1763.287004,3,800,666363.5482,8.228299081,10.23551771,0.172816578,0,0.172816578,6.304138995,0,6.304138995,1.089459728
0,1,0,1,1,165.6355371,1,200,640548.8505,1.55634531,25.49815529,0.160949306,0.129107505,0.29005681,1.19239919,89.50637987,90.69877906,26.30779854
0,1,1,1,1,1720.695349,2,400,470350.2214,2.16858906,9.818328704,0.104009209,0,0.104009209,1.661471797,0,1.661471797,0.172808368
0,1,2,1,1,972.9082789,3,800,462749.0268,5.944396211,9.029871933,0.112535503,0.300864411,0.413399914,4.554319136,208.5803173,213.1346364,88.10984029
0,1,3,1,1,1522.662775,3,800,635055.954,6.129111715,14.41303824,0.159779999,0.457025717,0.616805716,4.69583954,316.8422901,321.5381297,198.3265564
0,1,4,1,1,766.0425235,1,200,577801.2234,8.119995211,14.88572776,0.117704518,0.471559023,0.589263541,6.221161622,326.9177975,333.1389591,196.3066427
0,1,5,1,1,1403.350391,2,400,658052.8951,5.116526156,17.82577416,0.166121157,0.593686238,0.759807396,3.920043711,411.5849509,415.5049946,315.7037678
0,1,6,1,1,459.1011282,3,800,589159.8119,3.597671019,19.57825886,0.145090661,0.209335439,0.354426099,2.756367743,145.1260122,147.88238,52.4133751
0,1,7,1,1,1295.049747,2,400,545945.9411,3.252088786,21.01161429,0.123761608,0.19693,0.320691607,2.491598753,136.5256915,139.0172902,44.58167823
0,1,8,1,1,606.7193708,1,200,538657.3801,5.04649648,11.53251334,0.142708004,0,0.142708004,3.866390239,0,3.866390239,0.551764833
0,1,9,1,1,938.8310758,1,200,505351.7241,3.176186797,18.63006393,0.117326314,0,0.117326314,2.43344619,0,2.43344619,0.285507273
0,1,0,1,1,1576.546935,3,800,666363.5482,13.32400207,0,0.124439604,0.756105041,0.880544645,10.20822897,524.1850594,534.3932883,470.5571482
0,1,1,1,1,1334.935497,3,800,666363.5482,14.5728887,6.630581959,0.128614199,0.488363372,0.61697757,11.16506766,338.5677509,349.7328186,215.7773047
0,1,2,1,1,639.2472817,2,400,666363.5482,13.32400207,12.78738271,0.138803234,0.566362311,0.705165545,10.20822897,392.6420874,402.8503164,284.0761629
0,1,4,1,1,305.078895,3,800,666363.5482,19.66859169,0,0.106112245,0.374158665,0.48027091,15.06915763,259.3930358,274.4621934,131.8162074
0,1,5,1,1,1737.842056,1,200,666363.5482,13.32400207,9.26629034,0.152285892,1.162458546,1.314744438,10.20822897,805.8978178,816.1060467,1072.970886
0,1,6,1,1,1540.151621,3,800,666363.5482,8.228299081,13.57750072,0.15852351,0.602226033,0.760749543,6.304138995,417.5053357,423.8094747,322.4128643
0,1,7,1,1,571.2721411,3,800,666363.5482,8.228299081,14.50012108,0.156154056,0,0.156154056,6.304138995,0,6.304138995,0.984416875
0,1,8,1,1,730.2694604,1,200,666363.5482,8.228299081,13.5779179,0.158521726,0.432262017,0.590783743,6.304138995,299.6743557,305.9784947,180.7671203
0,1,9,1,1,753.2587719,2,400,666363.5482,8.228299081,18.30017947,0.139901881,0,0.139901881,6.304138995,0,6.304138995,0.881960906
0,1,0,1,1,1763.669098,3,800,517462.5579,4.462803303,15.03481791,0.107840967,0,0.107840967,3.511270216,0,3.511270216,0.378658776
0,1,1,1,1,931.0477437,1,200,337098.2262,3.981897778,8.76569825,0.069270916,0,0.069270916,3.132900583,0,3.132900583,0.217018894
0,1,2,1,1,1390.000566,2,400,363319.3621,1.113569726,16.1182984,0.086600312,0,0.086600312,0.876140835,0,0.876140835,0.07587407
0,1,3,1,1,373.7147307,3,800,409969.3469,5.107211381,9.865289895,0.086503897,0,0.086503897,4.018281333,0,4.018281333,0.347596995
0,1,4,1,1,1726.883033,2,400,515323.1102,6.202972745,0,0.094190946,1.22E-04,0.094312939,4.880410802,0.083885683,4.964296485,0.468197394
0,1,5,1,1,672.5266925,1,200,354655.5204,1.86507492,10.30516123,0.078801422,0,0.078801422,1.467414441,0,1.467414441,0.115634345
0,1,6,1,1,893.2559701,3,800,533398.0274,3.919756438,16.36057371,0.125970691,0,0.125970691,3.08400866,0,3.08400866,0.388494701
0,1,7,1,1,978.9167216,3,800,433512.2291,1.719426737,14.09708312,0.117031715,0,0.117031715,1.352820521,0,1.352820521,0.158322906
0,1,8,1,1,1539.528561,3,800,263505.6758,0.463151698,9.383108821,0.075203479,0,0.075203479,0.364401174,0,0.364401174,0.027404236
0,1,9,1,1,1006.299398,2,400,528062.6944,3.462568432,16.9838423,0.124467286,0,0.124467286,2.724299634,0,2.724299634,0.339086183
0,1,0,1,1,144.9407235,2,400,497945.9298,0.134187712,17.64316355,0.143590966,0,0.143590966,0.105576985,0,0.105576985,0.015159901
0,1,1,1,1,503.493986,2,400,497945.9298,0.134187712,22.13929428,0.129045952,0,0.129045952,0.105576985,0,0.105576985,0.013624282
0,1,2,1,1,882.3155179,2,400,497945.9298,168.3131466,0,0.054857255,0,0.054857255,132.4263918,0,132.4263918,7.264548387
0,1,3,1,1,344.589104,3,800,497945.9298,0.134187712,20.30151062,0.133787272,0,0.133787272,0.105576985,0,0.105576985,0.014124857
0,1,4,1,1,122.9851672,1,200,497945.9298,0.134187712,11.33508007,0.167434754,0,0.167434754,0.105576985,0,0.105576985,0.017677256
0,1,5,1,1,941.3699277,1,200,497945.9298,0.134187712,12.37673004,0.114872321,0,0.114872321,0.105576985,0,0.105576985,0.012127873
0,1,6,1,1,546.476224,3,800,497945.9298,0.134187712,13.61957983,0.160784528,0,0.160784528,0.105576985,0,0.105576985,0.016975146
0,1,7,1,1,667.5394531,1,200,497945.9298,0.134187712,19.46405868,0.137365869,0,0.137365869,0.105576985,0,0.105576985,0.014502674
0,1,8,1,1,1077.483602,1,200,497945.9298,0.134187712,18.31062772,0.142294705,0,0.142294705,0.105576985,0,0.105576985,0.015023046
0,1,9,1,1,1808.179211,1,200,497945.9298,0.134187712,17.64316355,0.143590966,0,0.143590966,0.105576985,0,0.105576985,0.015159901
0,1,0,1,1,1123.276095,3,800,504428.9748,0.808670174,19.72505955,0.133207169,0.172278466,0.305485635,0.636250201,118.4623919,119.0986421,36.38292434
0,1,1,1,1,348.2201005,1,200,446776.256,3.270961073,14.52359279,0.103925074,0.29792637,0.401851444,2.573545687,204.8606031,207.4341488,83.35771227
0,1,2,1,1,1442.277741,3,800,550171.2597,6.10559473,14.56298006,0.11693796,0,0.11693796,4.803795163,0,4.803795163,0.561746007
0,1,3,1,1,210.4043697,1,200,413283.9623,4.046197481,9.076386347,0.101323385,0.260174778,0.361498162,3.183490675,178.9017933,182.085284,65.82349559
0,1,4,1,1,909.637674,3,800,531273.9343,9.59504671,10.60040077,0.104773526,0.203286531,0.308060057,7.549246391,139.7842069,147.3334533,45.38755201
0,1,5,1,1,1317.452904,1,200,465693.7935,3.826439068,15.79469142,0.102058622,0.228835974,0.330894597,3.010587879,157.3525556,160.3631435,53.06329768
0,1,6,1,1,596.1180771,1,200,588722.9701,2.483043794,23.61491207,0.135840487,0.473063908,0.608904395,1.953623569,325.2889543,327.2425778,199.2594437
0,1,7,1,1,1709.607099,2,400,520501.3848,5.270590508,14.33914806,0.114347802,0,0.114347802,4.146825709,0,4.146825709,0.474180404
0,1,8,1,1,883.2535764,2,400,484075.7475,4.564133128,15.59794884,0.101133699,1.031653962,1.132787661,3.590995082,709.3875331,712.9785282,807.6532789
0,1,0,1,1,337.2580963,1,200,497945.9298,0.134187712,20.6085686,0.132475154,0.00967401,0.142149163,0.105576985,6.652058054,6.757635038,0.960592168
0,1,1,1,1,1521.454478,2,400,497945.9298,0.134187712,17.65901525,0.145079173,0,0.145079173,0.105576985,0,0.105576985,0.015317022
0,1,2,1,1,694.4658387,1,200,497945.9298,0.134187712,20.97588412,0.130905542,0,0.130905542,0.105576985,0,0.105576985,0.013820612
0,1,3,1,1,638.3718782,2,400,497945.9298,0.134187712,18.81490271,0.141695784,0.017826656,0.159522439,0.105576985,12.25799317,12.36357015,1.972266871
0,1,4,1,1,1470.701414,3,800,497945.9298,0.134187712,16.04518458,0.148863499,0.012586492,0.16144999,0.105576985,8.654743317,8.760320302,1.414353627
0,1,5,1,1,1764.521884,2,400,497945.9298,0.134187712,19.40510146,0.137617804,0.008036938,0.145654742,0.105576985,5.526371728,5.631948712,0.820320036
0,1,7,1,1,1840.736617,3,800,497945.9298,0.134187712,14.42217868,0.155798921,0,0.155798921,0.105576985,0,0.105576985,0.01644878
0,1,8,1,1,330.8314607,1,200,497945.9298,0.134187712,23.36955262,0.122232872,0,0.122232872,0.105576985,0,0.105576985,0.012904978
0,1,9,1,1,589.0295137,2,400,497945.9298,0.134187712,19.0363992,0.139193341,0.014025906,0.153219247,0.105576985,9.644515644,9.750092629,1.493901854
